AMP ID,Project Description,Project title,Actual Completion Date,Actual Start Date,Proposed Completion Date,Proposed Start Date,Country,Suco,District,SubDistrict,Donor Agency,Primary Sector,Primary Sector Sub-Sector,2005 Actual Commitments,2005 Actual Disbursements,2005 Planned Commitments,2005 Planned Disbursements,2006 Actual Commitments,2006 Actual Disbursements,2006 Planned Commitments,2006 Planned Disbursements,2007 Actual Commitments,2007 Actual Disbursements,2007 Planned Commitments,2007 Planned Disbursements,2008 Actual Commitments,2008 Actual Disbursements,2008 Planned Commitments,2008 Planned Disbursements,2009 Actual Commitments,2009 Actual Disbursements,2009 Planned Commitments,2009 Planned Disbursements,2010 Actual Commitments,2010 Actual Disbursements,2010 Planned Commitments,2010 Planned Disbursements,2011 Actual Commitments,2011 Actual Disbursements,2011 Planned Commitments,2011 Planned Disbursements,2012 Actual Commitments,2012 Actual Disbursements,2012 Planned Commitments,2012 Planned Disbursements,2013 Actual Commitments,2013 Actual Disbursements,2013 Planned Commitments,2013 Planned Disbursements,2014 Actual Commitments,2014 Actual Disbursements,2014 Planned Commitments,2014 Planned Disbursements,2015 Actual Commitments,2015 Actual Disbursements,2015 Planned Commitments,2015 Planned Disbursements,2016 Actual Commitments,2016 Actual Disbursements,2016 Planned Commitments,2016 Planned Disbursements,2017 Actual Commitments,2017 Actual Disbursements,2017 Planned Commitments,2017 Planned Disbursements,2018 Actual Commitments,2018 Actual Disbursements,2018 Planned Commitments,2018 Planned Disbursements,2019 Actual Commitments,2019 Actual Disbursements,2019 Planned Commitments,2019 Planned Disbursements,2020 Actual Commitments,2020 Actual Disbursements,2020 Planned Commitments,2020 Planned Disbursements,Total Actual Commitments,Total Actual Disbursements,Total Planned Commitments,Total Planned Disbursements
  87292483954,HANDS is a five year programme developed in close consultation with the Timor-Leste Ministry of Education in support of its planned pre-school development activities.,"HANDS: Halimar, Aprende, Deskobre; Susesu: Support for Early Childhood Education",,01/07/2014,31/12/2019,01/07/2014,Timor-Leste, , , ,"New Zealand Aid Programme, Ministry of Foreign Affairs and Trade",110 - EDUCATION,-- 112 - Basic education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966.407,0,0,0,137056.14,0,246184.145,0,205530.1,0,322862.568,0,0,0,776111.944,0,0,0,1785057.471,0,0,0,1785057.471,0,0,0,1785057.471,0,0,0,1785057.471,0,0,0,0,0,344552.647,0,8485388.543
  87292481529,"New Zealand Development Scholarships (NZDS) provide opportunities for Timorese awardees to study at undergraduate and postgraduate level in NZ. Candidates are able to study a range of areas, including limited places in medicine, aviation and dentistry. The Graduate Internship Programme complements NZDS by aiming to capitalise on the skills of returning scholarship graduates by encouraging them to pursue a career in government. Government Ministries identify their needs and applicants are placed within the Ministry for a 12 month period, receiving a basic government salary and some minor associated costs including professional development. Although there is no guarantee of ongoing employment, it is hoped that Ministries will opt to offer permanent roles to interns at the conclusion of their internship.",Scholarships and Graduate Internships,,01/07/2001,31/12/2015,,Timor-Leste, ," - Aileu
 - Ainaro
 - Baucau
 - Bobonaro
 - Cova Lima
 - Dili
 - Ermera
 - Lautem
 - Liquica
 - Manatuto
 - Manufahi
 - Oecussi
 - Viqueque", ,"New Zealand Aid Programme, Ministry of Foreign Affairs and Trade",110 - EDUCATION,-- 114 - Post-secondary education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3120759.837,0,814111.261,0,1269714.194,0,1280922.264,0,1690128.143,0,1576044.129,0,1904231.324,0,1548586.914,0,1787409.105,0,2185140.151,0,0,0,1785057.471,0,0,0,1552223.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9772242.604,0,10742086.08
  87292817415,The Project aims to strenghten the capacity of SEFOPE staff on labour migration management and provide the Governemnt of Timor Leste with a blueprint for implement a labour migration management system,Strengthening Labour Migration Management in Timor-Leste - LM.0253,20/01/2016,21/07/2014,,,Timor-Leste, , , ,International Organization for Migration Development Fund,998 - UNALLOCATED/ UNSPECIFIED,-- 9989 - Unallocated/Unspecified (Sub-Sector),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,49596,0,63158,0,0,0,126316,0,0,0,10526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,49596,0,200000
  87292818110,"This project will take a two-track approach to achieving this objective: firstly, through assessment and capacity building of Timor-Leste's law enforcement officials; and secondly, through institutional and policy development, working alongside all the relevant civil society and development partners.",Making the Case for Human Trafficking in Timor-Leste:  Capacity Building and Policy Development (CT.0826),31/03/2016,30/09/2014,31/08/2016,30/09/2014,Timor-Leste, , , ,Department of States Bureau of International Narcotics and Law Enforcement,150 - GOVERNMENT AND CIVIL SOCIETY,"-- 151 - Government and civil society, general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,7232,0,0,0,0,0,150000,0,0,0,242768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,7232,0,392768
  87292481796,"The English Language Training for Officials (ELTO) programme brings government officials from Cambodia, Laos, Viet Nam, Myanmar, Mongolia and Timor-Leste to New Zealand for an intensive five month English language training programme. The programme, now in its Third Phase, has been successful in helping officials to acquire the necessary English language skills to do their jobs effectively, particularly when representing their countries internationally. The programme has also assisted participants to develop links with ELTO colleagues from neighbouring ASEAN countries, as well as with New Zealand.",English Language Training for Officials,,01/10/2011,30/06/2014,01/10/2011,Timor-Leste, ,Dili, ,"New Zealand Aid Programme, Ministry of Foreign Affairs and Trade",110 - EDUCATION,-- 114 - Post-secondary education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157604.412,0,78802.206,331208.081,401450.771,0,232288.037,395029.215,366717.724,0,167684.053,0,0,0,271639.18,0,0,0,271639.18,0,0,0,271639.18,0,0,0,0,0,0,0,0,0,0,0,0,726237.297,925772.908,0,1293691.838
  87292538296,Construct the china-aided dormitory for the Chinese Medical Team in Timor-Leste,Construction of China-aided Medical Team Dormitory Project,,11/11/2014,,,Timor-Leste, , , ,The People's Republic of China,120 - HEALTH,"-- 121 - Health, general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290207.552,56,2290207.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290207.552,56,2290207.552,0
  87292825254,"The project is an agricultural development project funded by the Office of Foreign Disaster Assistance (OFDA) of the United States Agency for International Development (USAID) and implemented by the Food and Agriculture Organization of the United Nations (FAO) in close collaboration with the Ministry of Agriculture and Fisheries (MAF) and co-operation of other key stakeholders. It is expected to make contributions towards achieving the Government of Timor-Leste's Strategic Framework for Rural Development (2010 to 2020), MAF's Strategic Plan (2014 to 2020) and FAO's Country Programming Framework for Timor-Leste (Outcomes 1.1 (food production), 3.1 (natural resource management), and 3.2 (disaster risk reduction)).",Enhancing Food and Nutrition Security and Reducing Disaster Risk through the Promotion of Conservation Agriculture,,,,,Timor-Leste," - Batara
 - Daisua
 - Gariuai
 - Gurusa
 - Holarua
 - Lauana
 - Manelima
 - Uato Haco
 - Umabeco"," - Baucau
 - Ermera
 - Manatuto
 - Manufahi"," - Alas
 - Barique
 - Fatu Maka
 - Laclubar
 - Lete Foho
 - Quelicai
 - Same
 - Venilale",United States Agency for International Development,311 - AGRICULTURE,-- 3119 - Agriculture (Sub-sector),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284091,330967,0,0,1103364,1135851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2387455,1466818,0,0
  87292377380,"The proposed study will support the understanding of the MOH, and GoTL more generally, the World Bank, and other development partners and stakeholders through the production of four stand-alone policy notes that will then be combined into a consolidated document. The four studies include: (i) A study of the supply and demand options under various scenarios for health staff (linked to existing and planned policy options - particularly for direct service delivery cadres and key technical support staff —and the costs associated with this both for (a) pre-service training, (b) payroll and remuneration costs of staff to the payroll over the medium and longer terms under the different scenarios; and (c) required in-service training for each of the cadres. (ii) An analysis of the past trends in total health expenditures (particularly government and development partner financed) and of planned health expenditures over the medium term including documentation of aid expenditures by key inputs and areas of focus. This would establish the likely resource envelop available to the health sector from both Government and development partners including the demands for counterpart financing by development partners. It would also document the incremental recurrent costs arising from development expenditures (government and development partner financed) and accruing to the recurrent budget over the medium term. (iii) An analysis of the likely (increased) demand for pharmaceuticals and medical supplies required by the health system as a result of both new service policy initiatives and the dramatically increased supply of doctors. There is some partial evidence that this may be significant. This study would only capture the available evidence on this and would not be a full-fledged study surveying prescription behaviour across the health system - a study which may be required at a latter date (iv) An analysis of the pressures on the budget given the available resource envelop - particularly for the health recurrent budget -- over the medium term arising from (a) the demand and supply of health cadres (study (i); (b) development partner financing of health programs (both counterpart financing and incremental recurrent costs) and domestic policy initiatives not otherwise captured in (a)including the incremental costs associated with expanded infrastructure and domestically financed development expenditures (study(ii); and (c) the expanded use of pharmaceuticals (study (iii)). These studies would also support ongoing policy dialogue on health sector issues between the MOH, the World Bank and other health-related development partners and stakeholders. A key objective of the approach taken to deliver the work is for the technical assistance to work very collaboratively with MOH and central agency staff (particularly MOF and PSC) in order to assist them to: (a) analyse trends in health sectoral public expenditures (budgets and realized expenditures); (b) document trends in staffing and training and document their costs; (c) understand the likely resource envelop available to the health sector over the next five years (from all sources); (d) understand future pressures on the health budget due to any mismatch between likely financing and the costs of plans; and (e) options to adjust expenditures to support key priorities and to improve the efficiency of existing expenditures to create space for key priorities.",P151108/TF091651: Medium Term Expenditure Pressure,,,30/06/2015,,Timor-Leste, , , ," - European Union
 - Government of Australia
 - World Bank",120 - HEALTH,"-- 121 - Health, general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46331,16298,134300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46331,16298,134300,0
  87292376061, ,P104794/TF091651-2 Technical Assistance - Supervision for Health sector strategic plan support project,15/06/2015,08/04/2008,,,Timor-Leste, , , ," - European Union
 - Government of Australia",120 - HEALTH, ,0,0,0,0,0,0,0,0,0,0,0,0,4600000,57708,0,0,0,203247,0,0,0,377913,0,0,0,262128,0,0,0,228625,0,0,0,529153,0,0,0,397140,0,0,0,0,0,2544084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600000,2055914,0,2544084
  87292377360,"Per Decree/law of No 2/2004, SAMES was formed as an autonomous public enterprise to procure, store, and supply high quality, affordable, safe and effective drugs and medical supplies to public health facilities. SAMES has, in theory, full responsibility and management control over finances and operations to ensure timely delivery of drugs to health facilities. However, performance of SAMES has been mixed at best with relatively high stock-outs at health facilities. A rapid assessment carried out in Jan/Feb 2013 confirmed that SAMES's operations are dysfunctional due mainly to lack of adequate institutional oversight, weak leadership and management, lack of coordination between the MOH and SAMES, weak governance, etc. SAMES requested that the Bank: (i) provide practical advice to improve organizational structure, systems, procedures, infrastructure, and more importantly governance and management practices based on international experience; (ii) organize a study tour to an effective/efficient CMS; (iii) support the preparation of an action plan to improve its functions; and (iv) support them to implement the action plan by providing timely advice to address various implementation bottlenecks.",P146119/TF091651: Institutional Reform of SAMES,,24/05/2013,30/06/2015,24/05/2013,Timor-Leste, , , ," - European Union
 - Government of Australia
 - World Bank",120 - HEALTH,"-- 121 - Health, general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34447,0,0,0,3044.065,0,10000,0,0,85000,37204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37491.065,85000,47204
  87292377356,"Starting at the point of service delivery (district), this study will select a set of health sector inputs and track them backwards through the PFM cycle (public expenditure, budget allocation, budget formation) to diagnose the critical bottlenecks impeding their delivery and work to identify how these bottlenecks can be removed. Three criteria were used to select the targeted inputs: Prioritization by the leadership of the Ministry of Health and health care providers; Feasibility - including quantitative and qualitative data needed and its availability; Potential impact of improvements in the flow of these resources on health service delivery and health outcomes.",P146117/TF091651: Health Resource Tracking Survey,04/07/2014,28/05/2014,31/07/2014,28/05/2014,Timor-Leste, , , ," - European Union
 - Government of Australia",120 - HEALTH,"-- 121 - Health, general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61548,0,0,107056,45508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107056,107056,0,0
  87292377358,"The objective of the proposed analytical and technical assistance is to guide the MOH in their HRH reform process through evidence informed policy dialogue and decision making. Through this work, MoH will be supported to develop its capacity to collate and analyze key data needed to inform better policy, planning and financing of its workforce in order to improve service delivery and ultimately health outcomes for the people of Timor-Leste. This will include continuing support to the HRH database development (if needed), exploring mechanisms for reducing absenteeism and improving distribution of health workers and quality of care (on the basis of findings from a health workers survey), and helping to facilitate national debate on possible new models of care/service delivery (given the recent massive increase in doctors). Proposed AAA activities include an assessment of HRH development under the Human Capital Fund, a discrete choice analysis to examine policy options to retain health workers in rural areas, and a survey to assess performance - quality of care & productivity - of health workers; both quantitative and qualitative methods will be used to complete these pieces of work.",P146118/TF091651: Human Resources for Health,,05/09/2013,30/06/2015,05/09/2013,Timor-Leste, , , ," - European Union
 - Government of Australia
 - World Bank",120 - HEALTH,"-- 121 - Health, general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41366,0,0,0,27798,0,0,0,0,160000,90836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69164,160000,90836
  87292371753,TA-Technical Assistance & Advisory Services(Bank Exec,P115947/TF 092247 Planning and Financial Management Capacity Building Program - Program Admin,31/03/2014,15/06/2008,,,Timor-Leste, ,Dili, ," - European Union
 - Government of Australia
 - Irish Aid
 - New Zealand Aid Programme, Ministry of Foreign Affairs and Trade",150 - GOVERNMENT AND CIVIL SOCIETY, ,0,0,0,0,0,0,0,0,0,0,0,0,0,8106,0,0,0,319362,0,0,0,388853,0,0,1770000,169860,0,0,0,489228,0,0,0,293732,0,0,0,55378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770000,1724519,0,0
