AidData ID,Project Title,Source Label,Source ID,Transaction Type,Date (DD/MM/YYYY),Year,Funding Region,Funding Organization,Funding Organisation ISO,Provider Name,Receiver Region,Receiver Country,Receiver Country ISO,Amount (Original Currency),Original Currency,Amount (Constant USD2011),Amount (Nominal USD2011),Type of Assistance,Receiver
904000000003,"Promoting the Effective Governance of Labour Migration from South Asia through Actions on Labour Market Information, Protection during Recruitment and Employment, Skills, and Development Impact",Country System,9,Disbursement Amount,30/10/2013,2013,Europe,European Communities (EC),,,South & Central Asia,Nepal,NP,40000,USD,40000,40000,Grant,
904000000003,"Promoting the Effective Governance of Labour Migration from South Asia through Actions on Labour Market Information, Protection during Recruitment and Employment, Skills, and Development Impact",Country System,9,,30/10/2013,2013,Europe,European Communities (EC),,,South & Central Asia,Nepal,NP,33702,USD,33702,33702,Grant,
904000000003,"Promoting the Effective Governance of Labour Migration from South Asia through Actions on Labour Market Information, Protection during Recruitment and Employment, Skills, and Development Impact",Country System,9,,27/2/2014,2014,Europe,European Communities (EC),,,South & Central Asia,Nepal,NP,28745.2,USD,28745.2,28745.2,Grant,
904000000004,Fairness and Efficiency in Reparations to Conflict-Affected Persons (FERC),Country System,9,Commitment Loan / Grant Amount,24/3/2010,2010,Multilaterals,United Nations,,United Nations Peace Fund for Nepal,South & Central Asia,Nepal,NP,508100,USD,541283.832996051,508100,Grant,
904000000004,Fairness and Efficiency in Reparations to Conflict-Affected Persons (FERC),Country System,9,Commitment Loan / Grant Amount,24/3/2010,2010,Multilaterals,United Nations,,United Nations Peace Fund for Nepal,South & Central Asia,Nepal,NP,279921,USD,298202.5424445731,279921,ODA Grant-Like,
904000000004,Fairness and Efficiency in Reparations to Conflict-Affected Persons (FERC),Country System,9,Disbursement Amount,15/4/2010,2010,Multilaterals,United Nations,,United Nations Peace Fund for Nepal,South & Central Asia,Nepal,NP,508100,USD,541283.832996051,508100,Grant,
904000000004,Fairness and Efficiency in Reparations to Conflict-Affected Persons (FERC),Country System,9,Disbursement Amount,15/4/2010,2010,Multilaterals,United Nations,,United Nations Peace Fund for Nepal,South & Central Asia,Nepal,NP,279921,USD,298202.5424445731,279921,ODA Grant-Like,
904000000004,Fairness and Efficiency in Reparations to Conflict-Affected Persons (FERC),Country System,9,,30/3/2011,2011,Multilaterals,United Nations,,United Nations Peace Fund for Nepal,South & Central Asia,Nepal,NP,41301,USD,41301,41301,ODA Grant-Like,
904000000004,Fairness and Efficiency in Reparations to Conflict-Affected Persons (FERC),Country System,9,,30/5/2011,2011,Multilaterals,United Nations,,United Nations Peace Fund for Nepal,South & Central Asia,Nepal,NP,236277,USD,236277,236277,Grant,
904000000004,Fairness and Efficiency in Reparations to Conflict-Affected Persons (FERC),Country System,9,,29/6/2011,2011,Multilaterals,United Nations,,United Nations Peace Fund for Nepal,South & Central Asia,Nepal,NP,23144,USD,23144,23144,Grant,
904000000004,Fairness and Efficiency in Reparations to Conflict-Affected Persons (FERC),Country System,9,,28/12/2011,2011,Multilaterals,United Nations,,United Nations Peace Fund for Nepal,South & Central Asia,Nepal,NP,142139,USD,142139,142139,ODA Grant-Like,
904000000004,Fairness and Efficiency in Reparations to Conflict-Affected Persons (FERC),Country System,9,,30/12/2011,2011,Multilaterals,United Nations,,United Nations Peace Fund for Nepal,South & Central Asia,Nepal,NP,125677,USD,125677,125677,Grant,
904000000004,Fairness and Efficiency in Reparations to Conflict-Affected Persons (FERC),Country System,9,,28/2/2012,2012,Multilaterals,United Nations,,United Nations Peace Fund for Nepal,South & Central Asia,Nepal,NP,48726,USD,49801.73795861873,48726,Grant,
904000000006,Capacity Building and Livelihood,Country System,9,Commitment Loan / Grant Amount,22/10/2012,2012,South & Central Asia,Nepal,,,South & Central Asia,Nepal,NP,28403620,NPR,338471.4342159172,331160.3124635653,Grant,
904000000006,Capacity Building and Livelihood,Country System,9,Commitment Loan / Grant Amount,30/6/2013,2013,South & Central Asia,Nepal,,,South & Central Asia,Nepal,NP,59831871,NPR,647531.0714285714,647531.0714285714,Grant,
904000000006,Capacity Building and Livelihood,Country System,9,Disbursement Amount,29/6/2013,2013,South & Central Asia,Nepal,,,South & Central Asia,Nepal,NP,28403620,NPR,307398.4848484849,307398.4848484849,Grant,
904000000006,Capacity Building and Livelihood,Country System,9,Disbursement Amount,29/4/2014,2014,South & Central Asia,Nepal,,,South & Central Asia,Nepal,NP,45799025,NPR,471038.00267407176,471038.0026740718,Grant,
904000000006,Capacity Building and Livelihood,Country System,9,,29/6/2013,2013,South & Central Asia,Nepal,,,South & Central Asia,Nepal,NP,28403620,NPR,307398.4848484849,307398.4848484849,Grant,
904000000006,Capacity Building and Livelihood,Country System,9,,29/4/2014,2014,South & Central Asia,Nepal,,,South & Central Asia,Nepal,NP,45799025,NPR,471038.00267407176,471038.0026740718,Grant,
904000000007,Kabeli Transmission Project,Country System,9,Commitment Loan / Grant Amount,25/6/2011,2011,Multilaterals,WORLD BANK,,World Bank - International Development Association (IDA),South & Central Asia,Nepal,NP,6700000,SDR,10260116.93470584,10260116.93470584,Grant,
904000000007,Kabeli Transmission Project,Country System,9,Commitment Loan / Grant Amount,26/6/2011,2011,Multilaterals,WORLD BANK,,World Bank - International Development Association (IDA),South & Central Asia,Nepal,NP,17300000,SDR,26492540.7418524,26492540.7418524,Loan (unknown type),
904000000007,Kabeli Transmission Project,Country System,9,Disbursement Amount,30/10/2011,2011,Multilaterals,WORLD BANK,,World Bank - International Development Association (IDA),South & Central Asia,Nepal,NP,0,SDR,0,0,Loan (unknown type),
904000000007,Kabeli Transmission Project,Country System,9,Disbursement Amount,28/2/2012,2012,Multilaterals,WORLD BANK,,World Bank - International Development Association (IDA),South & Central Asia,Nepal,NP,0,SDR,0,0,Loan (unknown type),
904000000007,Kabeli Transmission Project,Country System,9,Disbursement Amount,29/6/2012,2012,Multilaterals,WORLD BANK,,World Bank - International Development Association (IDA),South & Central Asia,Nepal,NP,2300000,USD,2350777.7635107148,2300000,Grant,
904000000007,Kabeli Transmission Project,Country System,9,Disbursement Amount,29/6/2012,2012,Multilaterals,WORLD BANK,,World Bank - International Development Association (IDA),South & Central Asia,Nepal,NP,0,SDR,0,0,Loan (unknown type),
904000000007,Kabeli Transmission Project,Country System,9,Disbursement Amount,29/6/2013,2013,Multilaterals,WORLD BANK,,World Bank - International Development Association (IDA),South & Central Asia,Nepal,NP,1560000,USD,1560000,1560000,Grant,
904000000007,Kabeli Transmission Project,Country System,9,Disbursement Amount,29/6/2013,2013,Multilaterals,WORLD BANK,,World Bank - International Development Association (IDA),South & Central Asia,Nepal,NP,1860000,USD,1860000,1860000,Loan (unknown type),
904000000007,Kabeli Transmission Project,Country System,9,Disbursement Amount,30/10/2013,2013,Multilaterals,WORLD BANK,,World Bank - International Development Association (IDA),South & Central Asia,Nepal,NP,0,USD,0,0,Grant,
904000000007,Kabeli Transmission Project,Country System,9,Disbursement Amount,30/10/2013,2013,Multilaterals,WORLD BANK,,World Bank - International Development Association (IDA),South & Central Asia,Nepal,NP,1070000,USD,1070000,1070000,Loan (unknown type),
904000000008,Road Connectivity Sector I Project,Country System,9,Commitment Loan / Grant Amount,10/9/2006,2006,Multilaterals,Asian Development Bank (ASDB),,,South & Central Asia,Nepal,NP,55000000,USD,65352101.617242314,55000000,Grant,
904000000008,Road Connectivity Sector I Project,Country System,9,Commitment Loan / Grant Amount,19/11/2007,2007,Multilaterals,OPEC Fund for International Development (OFID),,,South & Central Asia,Nepal,NP,10000000,USD,11002005.445552614,10000000,Loan (unknown type),
904000000008,Road Connectivity Sector I Project,Country System,9,Disbursement Amount,14/7/2010,2010,Multilaterals,Asian Development Bank (ASDB),,,South & Central Asia,Nepal,NP,17417621,USD,18555159.72555109,17417621,Grant,
904000000008,Road Connectivity Sector I Project,Country System,9,Disbursement Amount,14/7/2011,2011,Multilaterals,Asian Development Bank (ASDB),,,South & Central Asia,Nepal,NP,16251851,USD,16251851,16251851,Grant,
904000000008,Road Connectivity Sector I Project,Country System,9,Disbursement Amount,14/11/2011,2011,Multilaterals,Asian Development Bank (ASDB),,,South & Central Asia,Nepal,NP,9984023,USD,9984023,9984023,Grant,
904000000008,Road Connectivity Sector I Project,Country System,9,Disbursement Amount,14/3/2012,2012,Multilaterals,Asian Development Bank (ASDB),,,South & Central Asia,Nepal,NP,2198643,USD,2247183.075781951,2198643,Grant,
904000000008,Road Connectivity Sector I Project,Country System,9,Disbursement Amount,14/7/2012,2012,Multilaterals,Asian Development Bank (ASDB),,,South & Central Asia,Nepal,NP,1112740,USD,1137306.2819864838,1112740,Grant,
904000000008,Road Connectivity Sector I Project,Country System,9,Disbursement Amount,14/11/2012,2012,Multilaterals,Asian Development Bank (ASDB),,,South & Central Asia,Nepal,NP,2042615,USD,2087710.4006145387,2042615,Grant,
904000000008,Road Connectivity Sector I Project,Country System,9,Disbursement Amount,30/11/2012,2012,Multilaterals,OPEC Fund for International Development (OFID),,,South & Central Asia,Nepal,NP,7740000,USD,7910878.212857797,7740000,Loan (unknown type),
904000000008,Road Connectivity Sector I Project,Country System,9,Disbursement Amount,14/3/2013,2013,Multilaterals,Asian Development Bank (ASDB),,,South & Central Asia,Nepal,NP,1179888,USD,1179888,1179888,Grant,
904000000008,Road Connectivity Sector I Project,Country System,9,Disbursement Amount,14/7/2013,2013,Multilaterals,Asian Development Bank (ASDB),,,South & Central Asia,Nepal,NP,83436,USD,83436,83436,Grant,
904000000008,Road Connectivity Sector I Project,Country System,9,,9/2/2013,2013,Multilaterals,Asian Development Bank (ASDB),,,South & Central Asia,Nepal,NP,40530247,NPR,473207.7875072971,473207.7875072971,Grant,
904000000008,Road Connectivity Sector I Project,Country System,9,,14/2/2013,2013,Multilaterals,Asian Development Bank (ASDB),,,South & Central Asia,Nepal,NP,-13613285,NPR,-157670.6624971045,-157670.6624971045,Grant,
904000000008,Road Connectivity Sector I Project,Country System,9,,16/3/2013,2013,Multilaterals,Asian Development Bank (ASDB),,,South & Central Asia,Nepal,NP,28778938,NPR,332627.5774387425,332627.5774387425,Grant,
904000000008,Road Connectivity Sector I Project,Country System,9,,21/3/2013,2013,Multilaterals,Asian Development Bank (ASDB),,,South & Central Asia,Nepal,NP,3405367,NPR,39178.17533364012,39178.17533364012,Grant,
904000000008,Road Connectivity Sector I Project,Country System,9,,31/3/2013,2013,Multilaterals,Asian Development Bank (ASDB),,,South & Central Asia,Nepal,NP,1803870,NPR,20815.48580660051,20815.48580660051,Grant,
904000000008,Road Connectivity Sector I Project,Country System,9,,10/4/2013,2013,Multilaterals,Asian Development Bank (ASDB),,,South & Central Asia,Nepal,NP,5194577,NPR,59942.03784906531,59942.03784906531,Grant,
904000000008,Road Connectivity Sector I Project,Country System,9,,12/5/2013,2013,Multilaterals,Asian Development Bank (ASDB),,,South & Central Asia,Nepal,NP,-6149234,NPR,-71212.90098436596,-71212.90098436596,Grant,
904000000008,Road Connectivity Sector I Project,Country System,9,,4/6/2013,2013,Multilaterals,Asian Development Bank (ASDB),,,South & Central Asia,Nepal,NP,1617214,NPR,17889.53539823009,17889.53539823009,Grant,
904000000009,Lowa Literacy (Himalayan Indigenous Society),Country System,9,Commitment Loan / Grant Amount,30/9/2013,2013,NGO/Other,SIL International Nepal,,,South & Central Asia,Nepal,NP,28000,USD,28000,28000,Grant,
904000000009,Lowa Literacy (Himalayan Indigenous Society),Country System,9,Disbursement Amount,28/8/2013,2013,NGO/Other,SIL International Nepal,,,South & Central Asia,Nepal,NP,207700,NPR,2247.835497835498,2247.835497835498,Grant,
904000000009,Lowa Literacy (Himalayan Indigenous Society),Country System,9,Disbursement Amount,10/9/2013,2013,NGO/Other,SIL International Nepal,,,South & Central Asia,Nepal,NP,178220,NPR,1928.787878787879,1928.787878787879,Grant,
904000000009,Lowa Literacy (Himalayan Indigenous Society),Country System,9,Disbursement Amount,24/10/2013,2013,NGO/Other,SIL International Nepal,,,South & Central Asia,Nepal,NP,351740,NPR,3564.450749898662,3564.450749898662,Grant,
904000000009,Lowa Literacy (Himalayan Indigenous Society),Country System,9,Disbursement Amount,27/11/2013,2013,NGO/Other,SIL International Nepal,,,South & Central Asia,Nepal,NP,84316,NPR,842.2335431025872,842.2335431025871,Grant,
904000000009,Lowa Literacy (Himalayan Indigenous Society),Country System,9,Disbursement Amount,7/1/2014,2014,NGO/Other,SIL International Nepal,,,South & Central Asia,Nepal,NP,463480,NPR,4648.746238716149,4648.746238716149,Grant,
904000000009,Lowa Literacy (Himalayan Indigenous Society),Country System,9,,30/7/2013,2013,NGO/Other,SIL International Nepal,,,South & Central Asia,Nepal,NP,195725,NPR,2118.235930735931,2118.235930735931,Grant,
904000000009,Lowa Literacy (Himalayan Indigenous Society),Country System,9,,29/8/2013,2013,NGO/Other,SIL International Nepal,,,South & Central Asia,Nepal,NP,259181,NPR,2804.989177489178,2804.989177489178,Grant,
904000000009,Lowa Literacy (Himalayan Indigenous Society),Country System,9,,29/9/2013,2013,NGO/Other,SIL International Nepal,,,South & Central Asia,Nepal,NP,213861,NPR,2314.512987012987,2314.512987012987,Grant,
904000000009,Lowa Literacy (Himalayan Indigenous Society),Country System,9,,30/10/2013,2013,NGO/Other,SIL International Nepal,,,South & Central Asia,Nepal,NP,81687,NPR,830.574478901881,830.5744789018811,Grant,
904000000009,Lowa Literacy (Himalayan Indigenous Society),Country System,9,,28/11/2013,2013,NGO/Other,SIL International Nepal,,,South & Central Asia,Nepal,NP,209148,NPR,2086.680634540557,2086.680634540557,Grant,
904000000009,Lowa Literacy (Himalayan Indigenous Society),Country System,9,,30/12/2013,2013,NGO/Other,SIL International Nepal,,,South & Central Asia,Nepal,NP,158225,NPR,1590.201005025126,1590.201005025126,Grant,
904000000013,Building resilient communities and institutions for natural disasters in Far and Mid Western Region of Nepal (VISTAR),Country System,9,Commitment Loan / Grant Amount,14/2/2013,2013,Europe,European Communities (EC),,,South & Central Asia,Nepal,NP,31067965.5,NPR,359832.8179291174,359832.8179291174,Grant,
904000000013,Building resilient communities and institutions for natural disasters in Far and Mid Western Region of Nepal (VISTAR),Country System,9,Commitment Loan / Grant Amount,14/2/2013,2013,NGO/Other,Care International,,CARE International Nepal,South & Central Asia,Nepal,NP,31067965.5,NPR,359832.8179291174,359832.8179291174,Grant,
904000000013,Building resilient communities and institutions for natural disasters in Far and Mid Western Region of Nepal (VISTAR),Country System,9,Disbursement Amount,14/2/2013,2013,Europe,European Communities (EC),,,South & Central Asia,Nepal,NP,31067965.5,NPR,359832.8179291174,359832.8179291174,Grant,
904000000013,Building resilient communities and institutions for natural disasters in Far and Mid Western Region of Nepal (VISTAR),Country System,9,Disbursement Amount,14/2/2013,2013,NGO/Other,Care International,,CARE International Nepal,South & Central Asia,Nepal,NP,31067965.5,NPR,359832.8179291174,359832.8179291174,Grant,
904000000013,Building resilient communities and institutions for natural disasters in Far and Mid Western Region of Nepal (VISTAR),Country System,9,Commitment Loan / Grant Amount,14/2/2013,2013,Europe,European Communities (EC),,,South & Central Asia,Nepal,NP,31067965.5,NPR,359832.8179291174,359832.8179291174,Grant,
904000000013,Building resilient communities and institutions for natural disasters in Far and Mid Western Region of Nepal (VISTAR),Country System,9,Commitment Loan / Grant Amount,14/2/2013,2013,NGO/Other,Care International,,CARE International Nepal,South & Central Asia,Nepal,NP,31067965.5,NPR,359832.8179291174,359832.8179291174,Grant,
904000000013,Building resilient communities and institutions for natural disasters in Far and Mid Western Region of Nepal (VISTAR),Country System,9,Disbursement Amount,14/2/2013,2013,Europe,European Communities (EC),,,South & Central Asia,Nepal,NP,31067965.5,NPR,359832.8179291174,359832.8179291174,Grant,
904000000013,Building resilient communities and institutions for natural disasters in Far and Mid Western Region of Nepal (VISTAR),Country System,9,Disbursement Amount,14/2/2013,2013,NGO/Other,Care International,,CARE International Nepal,South & Central Asia,Nepal,NP,31067965.5,NPR,359832.8179291174,359832.8179291174,Grant,
904000000016,"PCR 6, IR 2: HHs and institutions especially in MDAG VDCs in DACAW, diarrhoea prone & low sanitation coverage districts increasingly utilise improved sanitation, hygiene and water supply facilities.",Country System,9,Commitment Loan / Grant Amount,4/8/2008,2008,Europe,Norway,,,South & Central Asia,Nepal,NP,18000000,NOK,3070646.0997595335,2849617.892146282,Grant,
904000000016,"PCR 6, IR 2: HHs and institutions especially in MDAG VDCs in DACAW, diarrhoea prone & low sanitation coverage districts increasingly utilise improved sanitation, hygiene and water supply facilities.",Country System,9,Commitment Loan / Grant Amount,27/3/2011,2011,Multilaterals,United Nations,,United Nations Children`s Fund (UNICEF),South & Central Asia,Nepal,NP,1456244.4,USD,1456244.4,1456244.4,ODA Grant-Like,
904000000016,"PCR 6, IR 2: HHs and institutions especially in MDAG VDCs in DACAW, diarrhoea prone & low sanitation coverage districts increasingly utilise improved sanitation, hygiene and water supply facilities.",Country System,9,Commitment Loan / Grant Amount,5/12/2011,2011,Europe,Norway,,,South & Central Asia,Nepal,NP,3180000,NOK,547992.417714975,547992.417714975,Grant,
904000000016,"PCR 6, IR 2: HHs and institutions especially in MDAG VDCs in DACAW, diarrhoea prone & low sanitation coverage districts increasingly utilise improved sanitation, hygiene and water supply facilities.",Country System,9,Disbursement Amount,4/8/2008,2008,Europe,Norway,,,South & Central Asia,Nepal,NP,5400000,NOK,921193.82992786,854885.3676438845,Grant,
904000000016,"PCR 6, IR 2: HHs and institutions especially in MDAG VDCs in DACAW, diarrhoea prone & low sanitation coverage districts increasingly utilise improved sanitation, hygiene and water supply facilities.",Country System,9,Disbursement Amount,29/4/2009,2009,Europe,Norway,,,South & Central Asia,Nepal,NP,3000000,NOK,599418.919579366,473402.6605229521,Grant,
904000000016,"PCR 6, IR 2: HHs and institutions especially in MDAG VDCs in DACAW, diarrhoea prone & low sanitation coverage districts increasingly utilise improved sanitation, hygiene and water supply facilities.",Country System,9,Disbursement Amount,28/11/2009,2009,Europe,Norway,,,South & Central Asia,Nepal,NP,3000000,NOK,673745.5897953884,532103.582830791,Grant,
904000000016,"PCR 6, IR 2: HHs and institutions especially in MDAG VDCs in DACAW, diarrhoea prone & low sanitation coverage districts increasingly utilise improved sanitation, hygiene and water supply facilities.",Country System,9,Disbursement Amount,9/12/2009,2009,Europe,Norway,,,South & Central Asia,Nepal,NP,720000,NOK,158623.81160961423,125276.2166582569,Grant,
904000000016,"PCR 6, IR 2: HHs and institutions especially in MDAG VDCs in DACAW, diarrhoea prone & low sanitation coverage districts increasingly utilise improved sanitation, hygiene and water supply facilities.",Country System,9,Disbursement Amount,5/7/2010,2010,Europe,Norway,,,South & Central Asia,Nepal,NP,3180000,NOK,563776.993686935,491856.5263792864,Grant,
904000000016,"PCR 6, IR 2: HHs and institutions especially in MDAG VDCs in DACAW, diarrhoea prone & low sanitation coverage districts increasingly utilise improved sanitation, hygiene and water supply facilities.",Country System,9,Disbursement Amount,17/11/2010,2010,Europe,Norway,,,South & Central Asia,Nepal,NP,2700000,NOK,513634.2788467945,448110.4675285878,Grant,
904000000016,"PCR 6, IR 2: HHs and institutions especially in MDAG VDCs in DACAW, diarrhoea prone & low sanitation coverage districts increasingly utilise improved sanitation, hygiene and water supply facilities.",Country System,9,Disbursement Amount,13/7/2011,2011,Multilaterals,United Nations,,United Nations Children`s Fund (UNICEF),South & Central Asia,Nepal,NP,624508.2,USD,624508.2,624508.2,ODA Grant-Like,
904000000016,"PCR 6, IR 2: HHs and institutions especially in MDAG VDCs in DACAW, diarrhoea prone & low sanitation coverage districts increasingly utilise improved sanitation, hygiene and water supply facilities.",Country System,9,Disbursement Amount,5/12/2011,2011,Europe,Norway,,,South & Central Asia,Nepal,NP,2400000,NOK,413579.1831811132,413579.1831811132,Grant,
904000000016,"PCR 6, IR 2: HHs and institutions especially in MDAG VDCs in DACAW, diarrhoea prone & low sanitation coverage districts increasingly utilise improved sanitation, hygiene and water supply facilities.",Country System,9,Disbursement Amount,30/12/2011,2011,Multilaterals,United Nations,,United Nations Children`s Fund (UNICEF),South & Central Asia,Nepal,NP,374041.2,USD,374041.2,374041.2,ODA Grant-Like,
904000000016,"PCR 6, IR 2: HHs and institutions especially in MDAG VDCs in DACAW, diarrhoea prone & low sanitation coverage districts increasingly utilise improved sanitation, hygiene and water supply facilities.",Country System,9,Disbursement Amount,28/2/2012,2012,Multilaterals,United Nations,,United Nations Children`s Fund (UNICEF),South & Central Asia,Nepal,NP,28920,USD,29558.47518292603,28920,ODA Grant-Like,
904000000016,"PCR 6, IR 2: HHs and institutions especially in MDAG VDCs in DACAW, diarrhoea prone & low sanitation coverage districts increasingly utilise improved sanitation, hygiene and water supply facilities.",Country System,9,Disbursement Amount,29/6/2012,2012,Multilaterals,United Nations,,United Nations Children`s Fund (UNICEF),South & Central Asia,Nepal,NP,438811.8,USD,448499.5746983092,438811.8,ODA Grant-Like,
904000000016,"PCR 6, IR 2: HHs and institutions especially in MDAG VDCs in DACAW, diarrhoea prone & low sanitation coverage districts increasingly utilise improved sanitation, hygiene and water supply facilities.",Country System,9,Disbursement Amount,23/7/2012,2012,Europe,Norway,,,South & Central Asia,Nepal,NP,780000,NOK,128814.39666065195,128295.8040692798,Grant,
904000000016,"PCR 6, IR 2: HHs and institutions especially in MDAG VDCs in DACAW, diarrhoea prone & low sanitation coverage districts increasingly utilise improved sanitation, hygiene and water supply facilities.",Country System,9,,13/7/2011,2011,Multilaterals,United Nations,,United Nations Children`s Fund (UNICEF),South & Central Asia,Nepal,NP,514066.8,USD,514066.8,514066.8,ODA Grant-Like,
904000000016,"PCR 6, IR 2: HHs and institutions especially in MDAG VDCs in DACAW, diarrhoea prone & low sanitation coverage districts increasingly utilise improved sanitation, hygiene and water supply facilities.",Country System,9,,30/12/2011,2011,Multilaterals,United Nations,,United Nations Children`s Fund (UNICEF),South & Central Asia,Nepal,NP,484482.6,USD,484482.6,484482.6,ODA Grant-Like,
904000000016,"PCR 6, IR 2: HHs and institutions especially in MDAG VDCs in DACAW, diarrhoea prone & low sanitation coverage districts increasingly utilise improved sanitation, hygiene and water supply facilities.",Country System,9,Commitment Loan / Grant Amount,4/8/2008,2008,Europe,Norway,,,South & Central Asia,Nepal,NP,12000000,NOK,2047097.3998396883,1899745.261430854,Grant,
904000000016,"PCR 6, IR 2: HHs and institutions especially in MDAG VDCs in DACAW, diarrhoea prone & low sanitation coverage districts increasingly utilise improved sanitation, hygiene and water supply facilities.",Country System,9,Commitment Loan / Grant Amount,27/3/2011,2011,Multilaterals,United Nations,,United Nations Children`s Fund (UNICEF),South & Central Asia,Nepal,NP,970829.6000000001,USD,970829.6,970829.6000000001,ODA Grant-Like,
904000000016,"PCR 6, IR 2: HHs and institutions especially in MDAG VDCs in DACAW, diarrhoea prone & low sanitation coverage districts increasingly utilise improved sanitation, hygiene and water supply facilities.",Country System,9,Commitment Loan / Grant Amount,5/12/2011,2011,Europe,Norway,,,South & Central Asia,Nepal,NP,2120000,NOK,365328.27847665,365328.27847665,Grant,
904000000016,"PCR 6, IR 2: HHs and institutions especially in MDAG VDCs in DACAW, diarrhoea prone & low sanitation coverage districts increasingly utilise improved sanitation, hygiene and water supply facilities.",Country System,9,Disbursement Amount,4/8/2008,2008,Europe,Norway,,,South & Central Asia,Nepal,NP,3600000,NOK,614129.2199519067,569923.5784292563,Grant,
904000000016,"PCR 6, IR 2: HHs and institutions especially in MDAG VDCs in DACAW, diarrhoea prone & low sanitation coverage districts increasingly utilise improved sanitation, hygiene and water supply facilities.",Country System,9,Disbursement Amount,29/4/2009,2009,Europe,Norway,,,South & Central Asia,Nepal,NP,2000000,NOK,399612.6130529105,315601.773681968,Grant,
