AidData ID,Geoname,Geoname ID,Latitude,Longitude,Precision Code,Date,ADM1 Name,ADM1 Code,ADM2 Name,ADM2 Code,Source URL,Source,Note,Location Type,Activities
904000000378,Ghandruk,7801957,28.39233,83.80709,1,,West,0,Gandaki,0,,,,,
904000000378,GhangSukathokar,7800623,27.55942,86.04689,1,,Central,0,Janakpur,0,,,,,
904000000378,Ghanpokhara,7800859,28.29677,84.3071,1,,West,0,Gandaki,0,,,,,
904000000378,Ghansikuwa,7801507,27.97888,84.34478,1,,West,0,Gandaki,0,,,,,
904000000378,Ghanteswor,7798743,29.1413,80.6114,1,,Far-Western,0,Seti,0,,,,,
904000000378,Ghartichhap,7799182,27.3682,85.6006,1,,Central,0,Bagmati,0,,,,,
904000000378,Ghartigaun,7801173,28.37019,82.48744,1,,Mid-Western,0,Rapti,0,,,,,
904000000378,GhatGaun,7802594,28.77872,81.26993,1,,Mid-Western,0,Bheri,0,,,,,
904000000378,Gherabari,7800735,26.43107,87.94406,1,,East,0,Mechi,0,,,,,
904000000378,Ghermu,7800860,28.38813,84.42479,1,,West,0,Gandaki,0,,,,,
904000000378,Ghetma,7801193,28.73753,82.31279,1,,Mid-Western,0,Rapti,0,,,,,
904000000378,Ghodagaun,7801174,28.2047,82.6492,1,,Mid-Western,0,Rapti,0,,,,,
904000000378,GhoddaudaPipra,7802201,27.12166,84.69929,1,,Central,0,Narayani,0,,,,,
904000000378,GhodeMahadev,7798809,29.1807,81.9437,1,,Mid-Western,0,Karnali,0,,,,,
904000000378,Ghodghans,7800083,26.663,85.9225,1,,Central,0,Janakpur,0,,,,,
904000000378,Ghoreta,7802595,28.63088,81.94966,1,,Mid-Western,0,Bheri,0,,,,,
904000000378,Ghorlikharka,7799793,27.0948,87.2601,1,,East,0,Koshi,0,,,,,
904000000378,Ghorthali,7802473,27.78772,85.99379,1,,Central,0,Bagmati,0,,,,,
904000000378,Ghumkhahare,7801454,28.45259,81.90258,1,,Mid-Western,0,Bheri,0,,,,,
904000000378,Ghusa,7799057,29.9001,80.914,1,,Far-Western,0,Mahakali,0,,,,,
904000000378,Ghuskun,7802474,27.76331,85.91054,1,,Central,0,Bagmati,0,,,,,
904000000378,Ghyachok,7799079,28.2731,84.7057,1,,West,0,Gandaki,0,,,,,
904000000378,Ghyalchok,7799082,27.8239,84.7338,1,,West,0,Gandaki,0,,,,,
904000000378,Ghyangphedi,7802136,27.9899,85.43994,1,,Central,0,Bagmati,0,,,,,
904000000378,Ghyaru,6941687,28.64214,84.13751,1,,West,0,Gandaki,0,,,,,
904000000378,Gimdi,7799958,27.4432,85.3675,1,,Central,0,Bagmati,0,,,,,
904000000378,Giregada,7800123,29.4946,80.3664,1,,Far-Western,0,Mahakali,0,,,,,
904000000378,Girichauka,7798744,29.3832,80.873,1,,Far-Western,0,Seti,0,,,,,
904000000378,Gitanagar,7801713,27.61161,84.39776,1,,Central,0,Narayani,0,,,,,
904000000378,Gloche,7802475,27.9385,85.74737,1,,Central,0,Bagmati,0,,,,,
904000000378,Gobardiya,7798759,27.7736,82.6828,1,,Mid-Western,0,Rapti,0,,,,,
904000000378,GobarGada,7801284,26.47542,86.87612,1,,East,0,Sagarmatha,0,,,,,
904000000378,Godamchaur,7799959,27.6204,85.3663,1,,Central,0,Bagmati,0,,,,,
904000000378,Godar,7800085,26.9565,86.134,1,,Central,0,Janakpur,0,,,,,
904000000378,Godawari,7800222,28.90002,80.53244,1,,Far-Western,0,Seti,0,,,,,
904000000378,Godawari,7800748,27.59628,85.37102,1,,Central,0,Bagmati,0,,,,,
904000000378,Godeta,7799060,26.8605,85.4697,1,,Central,0,Janakpur,0,,,,,
904000000378,Goduk,7800694,26.87977,87.97118,1,,East,0,Mechi,0,,,,,
904000000378,Gogane,7800282,27.14379,86.96792,1,,East,0,Koshi,0,,,,,
904000000378,Gogane,7800518,27.64407,84.97714,1,,Central,0,Narayani,0,,,,,
904000000378,Goganpani,7799387,27.7835,85.0511,1,,Central,0,Bagmati,0,,,,,
904000000378,Goganpani,7800204,28.69823,81.6733,1,,Mid-Western,0,Bheri,0,,,,,
904000000378,Goithi,7802429,26.57736,86.85348,1,,East,0,Sagarmatha,0,,,,,
904000000378,Gokarneswor,7800820,27.73878,85.39494,1,,Central,0,Bagmati,0,,,,,
904000000378,Gokule,7799191,27.3907,85.5628,1,,Central,0,Bagmati,0,,,,,
904000000378,Gokuleswor,7799062,29.6872,80.551,1,,Far-Western,0,Mahakali,0,,,,,
904000000378,Gokuleswor,7802710,29.64998,80.54863,1,,Far-Western,0,Mahakali,0,,,,,
904000000378,Gola,7800000,28.5193,81.2205,1,,Mid-Western,0,Bheri,0,,,,,
904000000378,Golaganj,7799064,26.8787,85.1341,1,,Central,0,Narayani,0,,,,,
904000000378,Goldhap,7800736,26.53801,87.96748,1,,East,0,Mechi,0,,,,,
904000000378,Goldhunga,7801972,27.7571,85.28686,1,,Central,0,Bagmati,0,,,,,
904000000378,Goli,7801410,27.53458,86.40009,1,,East,0,Sagarmatha,0,,,,,
904000000378,Goljung,7802272,28.17047,85.31769,1,,Central,0,Bagmati,0,,,,,
904000000378,Goltakuri,7798761,28.069,82.1618,1,,Mid-Western,0,Rapti,0,,,,,
904000000378,Gonaha,7801217,27.48822,83.36753,1,,West,0,Lumbini,0,,,,,
904000000378,Gonarpura,7800888,26.72487,85.80216,1,,Central,0,Janakpur,0,,,,,
904000000378,Gonggabu,7801973,27.7433,85.31991,1,,Central,0,Bagmati,0,,,,,
904000000378,Gopalpur,7800090,26.8101,85.9786,1,,Central,0,Janakpur,0,,,,,
904000000378,Gorakhani,7801411,27.47281,86.51427,1,,East,0,Sagarmatha,0,,,,,
904000000378,Gorkhe,7800695,26.96918,88.09086,1,,East,0,Mechi,0,,,,,
904000000378,Gorkhunga,7799777,28.0835,83.0216,1,,West,0,Lumbini,0,,,,,
904000000378,Gorsyang,7802137,27.90049,85.06473,1,,Central,0,Bagmati,0,,,,,
904000000378,Goswara,7801138,27.58459,85.91387,1,,Central,0,Janakpur,0,,,,,
904000000378,Gothadi,7798876,27.7158,83.644,1,,West,0,Lumbini,0,,,,,
904000000378,Gothatar,7800821,27.70739,85.38019,1,,Central,0,Bagmati,0,,,,,
904000000378,Gothgau,7801139,27.38404,86.20233,1,,Central,0,Janakpur,0,,,,,
904000000378,Gothi,7801857,29.79902,81.98091,1,,Mid-Western,0,Karnali,0,,,,,
904000000378,Gothiwang,7801108,28.10629,82.72932,1,,Mid-Western,0,Rapti,0,,,,,
904000000378,GothKohelpur,7800097,26.7344,86.1193,1,,Central,0,Janakpur,0,,,,,
904000000378,Gothpani,7799195,27.5851,85.7782,1,,Central,0,Bagmati,0,,,,,
904000000378,Gotihawa,7800756,27.50704,83.02502,1,,West,0,Lumbini,0,,,,,
904000000378,Gotikhel,7799962,27.4981,85.3985,1,,Central,0,Bagmati,0,,,,,
904000000378,Gotree,7801656,29.3722,81.69519,1,,Far-Western,0,Seti,0,,,,,
904000000378,Gourishankar,7799063,26.9786,85.7117,1,,Central,0,Janakpur,0,,,,,
904000000378,Govindapur,7799267,26.49,87.583,1,,East,0,Koshi,0,,,,,
904000000378,Govindapur,7800365,27.05304,84.77392,1,,Central,0,Narayani,0,,,,,
904000000378,GovindapurMalahanam,7802511,26.76768,86.44922,1,,East,0,Sagarmatha,0,,,,,
904000000378,GovindpurTaregana,7802512,26.79227,86.51673,1,,East,0,Sagarmatha,0,,,,,
904000000378,Gudel,7801412,27.4856,86.87542,1,,East,0,Sagarmatha,0,,,,,
904000000378,Gudukhati,7801657,29.39436,81.30657,1,,Far-Western,0,Seti,0,,,,,
904000000378,Gugauli,7801933,27.64906,82.77704,1,,West,0,Lumbini,0,,,,,
904000000378,Gujar,7800125,29.4844,80.587,1,,Far-Western,0,Mahakali,0,,,,,
904000000378,GulariyaN.P.,7800001,28.2137,81.3373,1,,Mid-Western,0,Bheri,0,,,,,
904000000378,Guljar,7799068,29.7459,80.8778,1,,Far-Western,0,Mahakali,0,,,,,
904000000378,Gumba,7801332,27.9643,85.81299,1,,Central,0,Bagmati,0,,,,,
904000000378,Gumchal,7801175,28.29301,82.79476,1,,Mid-Western,0,Rapti,0,,,,,
904000000378,Gumda,7799094,28.22472,84.82909,1,,West,0,Gandaki,0,,,,,
904000000378,Gumdel,7802258,27.64091,86.42334,1,,Central,0,Janakpur,0,,,,,
904000000378,Gumdi,7799393,28.0475,84.951,1,,Central,0,Bagmati,0,,,,,
904000000378,Gumi,7801455,28.48188,81.84361,1,,Mid-Western,0,Bheri,0,,,,,
904000000378,Gumtha,7799659,29.4802,81.8895,1,,Mid-Western,0,Karnali,0,,,,,
904000000378,Gundu,7800098,27.6404,85.4186,1,,Central,0,Bagmati,0,,,,,
904000000378,Gunjanagar,7800549,27.63051,84.29846,1,,Central,0,Narayani,0,,,,,
904000000378,Gunsakot,7801333,27.92163,85.68483,1,,Central,0,Bagmati,0,,,,,
904000000378,GunsiBhadaure,7801140,27.53549,85.8475,1,,Central,0,Janakpur,0,,,,,
904000000378,Guptesor,7800157,27.22243,87.00396,1,,East,0,Koshi,0,,,,,
904000000378,Guptesor,7801695,27.5162,86.25618,1,,Central,0,Janakpur,0,,,,,
904000000378,Gurjakhani,7800952,28.61783,83.21409,1,, ,0,Dhaualagiri,0,,,,,
904000000378,Gurukhola,7800126,29.5138,80.4918,1,,Far-Western,0,Mahakali,0,,,,,
904000000378,Guthichaur,7798814,29.1867,82.3976,1,,Mid-Western,0,Karnali,0,,,,,
904000000378,GuthiParsauni,7802104,27.40965,83.81576,1,,West,0,Lumbini,0,,,,,
904000000378,GuthiSuryapura,7800974,27.42893,83.79799,1,,West,0,Lumbini,0,,,,,
904000000378,Guthu,7802596,28.86052,81.31164,1,,Mid-Western,0,Bheri,0,,,,,
904000000378,Gwadha,7801830,28.09722,83.47888,1,,West,0,Lumbini,0,,,,,
904000000378,Gwadi,7800656,27.96866,83.44996,1,,West,0,Lumbini,0,,,,,
904000000378,Gwalichaur,7801591,28.25196,83.26859,1,, ,0,Dhaualagiri,0,,,,,
904000000378,Gwallek,7800416,29.51361,80.42588,1,,Far-Western,0,Mahakali,0,,,,,
904000000378,Gwani,7799073,29.7285,80.5274,1,,Far-Western,0,Mahakali,0,,,,,
904000000378,Hadahade,7801831,28.0972,83.10213,1,,West,0,Lumbini,0,,,,,
904000000378,Hadiryapaltuwa,7799275,26.9949,85.3719,1,,Central,0,Narayani,0,,,,,
904000000378,Hadiya,7802693,26.7808,86.82818,1,,East,0,Sagarmatha,0,,,,,
904000000378,Hagam,7802476,27.83164,85.81236,1,,Central,0,Bagmati,0,,,,,
904000000378,Haibung,7801334,27.8206,85.46967,1,,Central,0,Bagmati,0,,,,,
904000000378,Hajariya,7799070,27.0006,85.4205,1,,Central,0,Janakpur,0,,,,,
904000000378,Hajminiya,7982738,26.84034,85.28329,1,,Central,0,Narayani,0,,,,,
904000000378,Haklang,7798882,27.8725,83.7427,1,,West,0,Lumbini,0,,,,,
904000000378,Hakpara,7801370,26.65959,86.25579,1,,East,0,Sagarmatha,0,,,,,
904000000378,Haku,7798821,29.1679,82.1831,1,,Mid-Western,0,Karnali,0,,,,,
904000000378,Haku,7800337,28.11522,85.25628,1,,Central,0,Bagmati,0,,,,,
904000000378,Hakui,7800975,27.50884,83.61629,1,,West,0,Lumbini,0,,,,,
904000000378,Haldibari,7800737,26.56199,88.01911,1,,East,0,Mechi,0,,,,,
904000000378,Halkhori,7802019,26.67205,85.75245,1,,Central,0,Janakpur,0,,,,,
904000000378,Halwar,7798769,28.1654,82.3524,1,,Mid-Western,0,Rapti,0,,,,,
904000000378,Hamarjung,7801548,27.04224,87.44512,1,,East,0,Koshi,0,,,,,
904000000378,Handikhola,7800918,27.42893,84.90453,1,,Central,0,Narayani,0,,,,,
904000000378,Hangdeva,7802660,27.38011,87.69196,1,,East,0,Mechi,0,,,,,
904000000378,Hangpang,7801519,27.31463,87.6145,1,,East,0,Mechi,0,,,,,
904000000378,Hangum,7799254,26.951,87.5918,1,,East,0,Mechi,0,,,,,
904000000378,Hansapur,7799100,28.1691,84.6387,1,,West,0,Gandaki,0,,,,,
904000000378,Hansapur,7800307,28.1844,84.17781,1,,West,0,Gandaki,0,,,,,
904000000378,Hansapur,7800312,28.07568,83.06597,1,,West,0,Lumbini,0,,,,,
904000000378,Hansapur,7800354,27.9491,82.88129,1,,Mid-Western,0,Rapti,0,,,,,
904000000378,HansapurKathpula,7800099,26.7583,86.0114,1,,Central,0,Janakpur,0,,,,,
904000000378,Hansara,7800657,28.02993,83.45764,1,,West,0,Lumbini,0,,,,,
904000000378,Hanshposha,7802573,26.69604,87.26158,1,,East,0,Koshi,0,,,,,
904000000378,Hansipur,7798770,27.932,82.7001,1,,Mid-Western,0,Rapti,0,,,,,
904000000378,Hanumannagar,7800150,26.50617,86.85921,1,,East,0,Sagarmatha,0,,,,,
904000000378,Hanumannagar,7800150,26.50617,86.85921,1,,East,0,Sagarmatha,0,,,,,
904000000378,Hapur,7798774,28.1078,82.4405,1,,Mid-Western,0,Rapti,0,,,,,
904000000378,Haraicha,7799277,26.6211,87.3821,1,,East,0,Koshi,0,,,,,
904000000378,Haraiya,7799074,27.105,85.087,1,,Central,0,Narayani,0,,,,,
904000000378,Harakatti,7801371,26.63334,86.32323,1,,East,0,Sagarmatha,0,,,,,
904000000378,Harakthawa,7799121,26.9009,85.4129,1,,Central,0,Janakpur,0,,,,,
904000000378,Haranampur,7800757,27.49593,83.09663,1,,West,0,Lumbini,0,,,,,
904000000378,Hardeni,7802694,27.07274,86.38466,1,,East,0,Sagarmatha,0,,,,,
904000000378,Hardineta,7801832,27.99192,83.34568,1,,West,0,Lumbini,0,,,,,
904000000378,Hardiya,7799078,26.9235,85.0709,1,,Central,0,Narayani,0,,,,,
904000000378,Hardiya,7800359,26.76299,86.53863,1,,East,0,Sagarmatha,0,,,,,
904000000378,Harewa,7801833,28.10074,83.43694,1,,West,0,Lumbini,0,,,,,
904000000378,Harichaur,7800403,28.25654,83.50514,1,, ,0,Dhaualagiri,0,,,,,
904000000378,Hariharpur,7799108,26.9032,85.1171,1,,Central,0,Narayani,0,,,,,
904000000378,Hariharpur,7799108,26.9032,85.1171,1,,Central,0,Narayani,0,,,,,
904000000378,Hariharpur,7799108,26.9032,85.1171,1,,Central,0,Narayani,0,,,,,
904000000378,Hariharpur,7800101,26.9067,85.9861,1,,Central,0,Janakpur,0,,,,,
904000000378,Hariharpur,7800194,28.57661,81.49079,1,,Mid-Western,0,Bheri,0,,,,,
904000000378,Hariharpur,7800293,27.62581,82.97469,1,,West,0,Lumbini,0,,,,,
904000000378,HariharpurBirta,7801084,27.06633,84.73139,1,,Central,0,Narayani,0,,,,,
904000000378,HariharpurGadhi,7799639,27.3331,85.4893,1,,Central,0,Janakpur,0,,,,,
904000000378,HariharpurHarinamar,7800889,26.82,85.90141,1,,Central,0,Janakpur,0,,,,,
904000000378,Harinagar,7802574,26.50281,87.12344,1,,East,0,Koshi,0,,,,,
904000000378,Harine,7800102,26.7344,86.1493,1,,Central,0,Janakpur,0,,,,,
904000000378,Haripur,7799125,27.025,85.5773,1,,Central,0,Janakpur,0,,,,,
904000000378,Haripur,7800195,26.66824,86.52508,1,,East,0,Sagarmatha,0,,,,,
904000000378,Haripur,7800362,26.54199,86.97936,1,,East,0,Koshi,0,,,,,
904000000378,Haripurwa,7799133,26.8942,85.6881,1,,Central,0,Janakpur,0,,,,,
904000000378,Harisiddhi,7799964,27.6389,85.3456,1,,Central,0,Bagmati,0,,,,,
904000000378,Hariyon,7799140,27.0964,85.5518,1,,Central,0,Janakpur,0,,,,,
904000000378,Harjang,7801176,28.31482,82.81391,1,,Mid-Western,0,Rapti,0,,,,,
904000000378,Harkapur,7802159,27.34528,86.41331,1,,East,0,Sagarmatha,0,,,,,
904000000378,Harmhi,7799106,28.085,84.5482,1,,West,0,Gandaki,0,,,,,
904000000378,Harmichaur,7801834,27.98924,83.56564,1,,West,0,Lumbini,0,,,,,
904000000378,Harnaiya,7801221,27.55767,83.39463,1,,West,0,Lumbini,0,,,,,
904000000378,Harpatagunj,7801085,27.05078,84.86734,1,,Central,0,Narayani,0,,,,,
904000000378,Harpur,7800179,27.44896,83.69113,1,,West,0,Lumbini,0,,,,,
904000000378,Harpur,7800179,27.44896,83.69113,1,,West,0,Lumbini,0,,,,,
904000000378,Harrachaur,7801835,28.1342,83.40564,1,,West,0,Lumbini,0,,,,,
904000000378,Harsahi,7799643,26.9945,86.1928,1,,Central,0,Janakpur,0,,,,,
904000000378,Hasandaha,7799282,26.5781,87.5717,1,,East,0,Koshi,0,,,,,
904000000378,Hasanpur,7801696,26.94433,87.12741,1,,East,0,Koshi,0,,,,,
904000000378,Hastichaur,7801836,28.12821,83.23731,1,,West,0,Lumbini,0,,,,,
904000000378,Hasuliya,7799027,28.579,80.8197,1,,Far-Western,0,Seti,0,,,,,
904000000378,Hat,7800417,29.61213,80.70129,1,,Far-Western,0,Mahakali,0,,,,,
904000000378,Hathausa,7800758,27.62426,83.15961,1,,West,0,Lumbini,0,,,,,
904000000378,Hathihawa,7801935,27.45454,83.20594,1,,West,0,Lumbini,0,,,,,
904000000378,Hathikharka,7799800,27.0685,87.3425,1,,East,0,Koshi,0,,,,,
904000000378,Hathilet,7800890,26.93943,85.85271,1,,Central,0,Janakpur,0,,,,,
904000000378,Hathimudha,7799295,26.5614,87.3057,1,,East,0,Koshi,0,,,,,
904000000378,Hathipurharbara,7800104,26.7152,86.0877,1,,Central,0,Janakpur,0,,,,,
904000000378,Hathiyahi,7799292,27.017,85.2581,1,,Central,0,Narayani,0,,,,,
904000000378,Hathiyol,7799147,26.78164,85.3501,1,,Central,0,Janakpur,0,,,,,
904000000378,HatiBangai,7801222,27.51681,83.41863,1,,West,0,Lumbini,0,,,,,
904000000378,Hatikot,7798947,29.265,81.2519,1,,Far-Western,0,Seti,0,,,,,
904000000378,HatiPharsatikar,7801223,27.54184,83.5035,1,,West,0,Lumbini,0,,,,,
904000000378,Hatisarwa,7802020,26.85604,85.85306,1,,Central,0,Janakpur,0,,,,,
904000000378,Hatiya,7800261,28.19818,83.43872,1,, ,0,Dhaualagiri,0,,,,,
904000000378,Hatiya,7801592,27.72332,87.34705,1,,East,0,Koshi,0,,,,,
904000000378,Hatpate,7799647,27.0584,86.1054,1,,Central,0,Janakpur,0,,,,,
904000000378,Hatraj,7801612,29.55447,80.50012,1,,Far-Western,0,Mahakali,0,,,,,
904000000378,Haunchur,7799896,27.2905,86.7589,1,,East,0,Sagarmatha,0,,,,,
904000000378,Hawa,7800624,27.56028,86.15973,1,,Central,0,Janakpur,0,,,,,
904000000378,Hawangdi,7801837,28.24357,83.11809,1,,West,0,Lumbini,0,,,,,
904000000378,Heel,7800404,28.2732,83.13959,1,, ,0,Dhaualagiri,0,,,,,
904000000378,Hekuli,7798778,28.0988,82.2115,1,,Mid-Western,0,Rapti,0,,,,,
904000000378,Helauchha,7800519,27.24682,87.08656,1,,East,0,Koshi,0,,,,,
904000000378,Helumbu,7801335,27.99355,85.54435,1,,Central,0,Bagmati,0,,,,,
904000000378,Hemaja,7801958,28.27266,83.93513,1,,West,0,Gandaki,0,,,,,
904000000378,Hemantabada,7800445,29.5338,81.2125,1,,Far-Western,0,Seti,0,,,,,
904000000378,Hempur,7799153,26.9579,85.5221,1,,Central,0,Janakpur,0,,,,,
904000000378,Hepka,7800677,30.04863,81.80613,1,,Mid-Western,0,Karnali,0,,,,,
904000000378,HetaudaN.P.,7800919,27.4198,85.03833,1,,Central,0,Narayani,0,,,,,
904000000378,Hichma,7798957,29.014,81.2262,1,,Far-Western,0,Seti,0,,,,,
904000000378,Hikila,7799076,29.9003,80.6384,1,,Far-Western,0,Mahakali,0,,,,,
904000000378,Hiledevi,7801141,27.50113,85.86397,1,,Central,0,Janakpur,0,,,,,
904000000378,Hiletaksar,7800861,28.21708,84.42074,1,,West,0,Gandaki,0,,,,,
904000000378,Himganga,7802259,27.31257,86.20631,1,,Central,0,Janakpur,0,,,,,
904000000378,Hirminiya,7801669,28.00812,81.65298,1,,Mid-Western,0,Bheri,0,,,,,
904000000378,HisthanMandali,7800953,28.4224,83.63257,1,, ,0,Dhaualagiri,0,,,,,
904000000378,Hiwalcha,7802373,28.34442,82.13488,1,,Mid-Western,0,Rapti,0,,,,,
904000000378,Hoklabari,7799302,26.5476,87.4708,1,,East,0,Koshi,0,,,,,
904000000378,HokseBazar,7799213,27.6471,85.6522,1,,Central,0,Bagmati,0,,,,,
904000000378,Holiya,7800482,27.97618,81.73152,1,,Mid-Western,0,Bheri,0,,,,,
904000000378,Homtang,7801697,27.01869,87.16242,1,,East,0,Koshi,0,,,,,
904000000378,Hosrangdi,7801052,28.07268,83.65192,1,, ,0,Dhaualagiri,0,,,,,
904000000378,Hugdisheer,7801593,28.14154,83.49779,1,, ,0,Dhaualagiri,0,,,,,
904000000378,Hukam,7801194,28.65837,82.86115,1,,Mid-Western,0,Rapti,0,,,,,
904000000378,Humin,7798891,27.8244,83.6724,1,,West,0,Lumbini,0,,,,,
904000000378,Hunainath,7799080,29.7173,80.4357,1,,Far-Western,0,Mahakali,0,,,,,
904000000378,Hunga,7800658,28.0325,83.38109,1,,West,0,Lumbini,0,,,,,
904000000378,Hungi,7798897,27.9048,83.7027,1,,West,0,Lumbini,0,,,,,
904000000378,Hupsekot,7800977,27.73332,83.9763,1,,West,0,Lumbini,0,,,,,
904000000378,Hurnamadi,7800920,27.37221,85.15362,1,,Central,0,Narayani,0,,,,,
904000000378,Huti,7799086,29.9169,80.5855,1,,Far-Western,0,Mahakali,0,,,,,
904000000378,Huwas,7802181,28.04251,83.67799,1,, ,0,Dhaualagiri,0,,,,,
904000000378,Hwaku,7802677,27.25393,87.65744,1,,East,0,Koshi,0,,,,,
904000000378,Hyanglu,7799665,29.5684,81.8151,1,,Mid-Western,0,Karnali,0,,,,,
904000000378,IchanguNarayan,7800822,27.73314,85.27938,1,,Central,0,Bagmati,0,,,,,
904000000378,Ichok,7801336,27.92402,85.52436,1,,Central,0,Bagmati,0,,,,,
904000000378,IharbariJyutahi,7799300,26.8855,85.2451,1,,Central,0,Narayani,0,,,,,
904000000378,Ikudol,7799965,27.4822,85.3182,1,,Central,0,Bagmati,0,,,,,
904000000378,IlamN.P.,7800697,26.90652,87.92803,1,,East,0,Mechi,0,,,,,
904000000378,Ilampokhari,7800862,28.17618,84.58389,1,,West,0,Gandaki,0,,,,,
904000000378,Imadol,7799967,27.6586,85.3463,1,,Central,0,Bagmati,0,,,,,
